Entity	Class	Table	Property	Columns	Type	Kind
NetCity.Common.ObjectModel.Nhibernate.Users.NonClassStudRange	NetCity.Common.ObjectModel.Nhibernate.Users.NonClassStudRange	NONCLASS_STUD_RANGES	DateRange	DateRangeId	NetCity.Common.ObjectModel.Nhibernate.Users.DateRange	many-to-one
NetCity.Common.ObjectModel.Nhibernate.OlympSubject	NetCity.Common.ObjectModel.Nhibernate.OlympSubject	OLYMP_SUBJECTS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.OlympSubject	NetCity.Common.ObjectModel.Nhibernate.OlympSubject	OLYMP_SUBJECTS	AwardEvents		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Events.AwardEvent, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.OlympSubject.AwardEvents)	collection
NetCity.Common.ObjectModel.Nhibernate.OlympSubject	NetCity.Common.ObjectModel.Nhibernate.OlympSubject	OLYMP_SUBJECTS	OlympPassRates		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Events.OlympPassRate, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.OlympSubject.OlympPassRates)	collection
NetCity.Common.ObjectModel.Nhibernate.OlympSubject	NetCity.Common.ObjectModel.Nhibernate.OlympSubject	OLYMP_SUBJECTS	Name	SUBJECTNAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	EM_CERTIFICATESSETTINGS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	EM_CERTIFICATESSETTINGS	MinCertifiateStudentAge	MIN_STUDENT_AGE	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	EM_CERTIFICATESSETTINGS	ParentApplicationBlankName	PARENT_BLANK_NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	EM_CERTIFICATESSETTINGS	ParentApplicationBlankFile	PARENT_BLANK_FILE	BinaryBlob	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	EM_CERTIFICATESSETTINGS	StudentApplicationBlankName	STUDENT_BLANK_NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	EM_CERTIFICATESSETTINGS	StudentApplicationBlankFile	STUDENT_BLANK_FILE	BinaryBlob	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmCertificateSettings	EM_CERTIFICATESSETTINGS	EducManagement	EMID	NetCity.Common.ObjectModel.Nhibernate.Organizations.EducManagement	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmInfo	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmInfo	EM_INFO	Info	INFO	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmInfoParameter	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmInfoParameter	EM_INFOPARAMS	Id	PARAMID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmInfoParameter	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmInfoParameter	EM_INFOPARAMS	Name	NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.EmInfoParameter	NetCity.Common.ObjectModel.Nhibernate.Organizations.EmInfoParameter	EM_INFOPARAMS	Ptype	PTYPE	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.ProjectTypeForSchool	NetCity.Common.ObjectModel.Nhibernate.Organizations.ProjectTypeForSchool	SCHOOLPROJECTTYPES	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Organizations.ProjectTypeForSchool	NetCity.Common.ObjectModel.Nhibernate.Organizations.ProjectTypeForSchool	SCHOOLPROJECTTYPES	Name	NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Organizations.ProjectTypeForSchool	NetCity.Common.ObjectModel.Nhibernate.Organizations.ProjectTypeForSchool	SCHOOLPROJECTTYPES	IsSystem	ISSYSTEM	Boolean	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	PARENTPAY_ATTENDANCE	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	PARENTPAY_ATTENDANCE	Count	ATTENDCOUNT	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	PARENTPAY_ATTENDANCE	NumOrder	NUMORDER	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	PARENTPAY_ATTENDANCE	Pay	PAYID	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance	PARENTPAY_ATTENDANCE	Norm	NORMID	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayInit	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayInit	PARENTPAY_INIT	Debt	DEBT	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	Id	PAYID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	PayAttendance		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay.PayAttendance)	collection
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	StartMonth	STARTMONTH	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	NumMonth	NUMMONTH	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	OutDebt	OUTDEBT	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	ToPay	TOPAY	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	PayVal	PAYVAL	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	Content	CONTENT	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	Debt	DEBT	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	Corrections	CORRECTION	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	Compens	COMPENS	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	Schoolyear	SCHOOLYEARID	NetCity.Common.ObjectModel.Nhibernate.Schoolyear	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	Student	STUDENTID	NetCity.Common.ObjectModel.Nhibernate.Users.Student	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPay	PARENTPAY	Parent	PARENTID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	Students		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord.Students)	collection
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	PayNumber	PAYNUMBER	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	AccountNumber	ACCOUNTNUMBER	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	ChildFio	CHILDFIO	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	PayDate	PAYDATE	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	PayOrg	PAYORG	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	PayInfo	PAYINFO	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	Pay	PAY	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	Inn	INN	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	Oktmo	OKTMO	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	ParseError	PARSEERROR	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayRecordParseError, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	PARENTPAYRECORDS	School	SCHOOLID	NetCity.Common.ObjectModel.Nhibernate.Organizations.School	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent	PARENTPAYRECORDSSTUDENTS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent	PARENTPAYRECORDSSTUDENTS	RelationType	RELATIONTYPE	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayRecordRelationType, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent	PARENTPAYRECORDSSTUDENTS	Student	STUDENTID	NetCity.Common.ObjectModel.Nhibernate.Users.Student	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecordStudent	PARENTPAYRECORDSSTUDENTS	PayRecord	PAYRECORDID	NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayRecord	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	DOUPAYNORMS	Id	PAYNORMID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	DOUPAYNORMS	PayNorms		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree.PayNorms)	collection
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	DOUPAYNORMS	Title	PAYNORMTITLE	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	DOUPAYNORMS	StartDate	STARTDATE	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	DOUPAYNORMS	EducManagement	EMID	NetCity.Common.ObjectModel.Nhibernate.Organizations.EducManagement	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	PAYNORMS	Id	NORMID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	PAYNORMS	ParentPayAttendances		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ParentPay.ParentPayAttendance, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm.ParentPayAttendances)	collection
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	PAYNORMS	Abbrev	ABBREV	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	PAYNORMS	Comment	COMMENT	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	PAYNORMS	NormValue	NORMVAL	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	PAYNORMS	AverageValue	AVERVAL	Decimal	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	PAYNORMS	NoAttendance	NOATTENDANCE	Boolean	property
NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNorm	PAYNORMS	Decree	PAYNORMID	NetCity.Common.ObjectModel.Nhibernate.ParentPay.PayNormDecree	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ParentSubject	NetCity.Common.ObjectModel.Nhibernate.ParentSubject	PARENTSUBJECTS	Id	PSUBJECTID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ParentSubject	NetCity.Common.ObjectModel.Nhibernate.ParentSubject	PARENTSUBJECTS	Subjects		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Subject, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ParentSubject.Subjects)	collection
NetCity.Common.ObjectModel.Nhibernate.ParentSubject	NetCity.Common.ObjectModel.Nhibernate.ParentSubject	PARENTSUBJECTS	Name	PSUBJECTNAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentSubject	NetCity.Common.ObjectModel.Nhibernate.ParentSubject	PARENTSUBJECTS	Abbr	ABBR	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ParentSubject	NetCity.Common.ObjectModel.Nhibernate.ParentSubject	PARENTSUBJECTS	School	SCHOOLID	NetCity.Common.ObjectModel.Nhibernate.Organizations.School	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	DEFAULTPORTFOLIOGROUPS	Id	GROUPID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	DEFAULTPORTFOLIOGROUPS	ChildGroups		System.Collections.Generic.HashSet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup.ChildGroups)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	DEFAULTPORTFOLIOGROUPS	AllChildGroups		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroupTreeInfo, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup.AllChildGroups)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	DEFAULTPORTFOLIOGROUPS	AllParentGroup		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroupTreeInfo, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup.AllParentGroup)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	DEFAULTPORTFOLIOGROUPS	Name	GROUPNAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	DEFAULTPORTFOLIOGROUPS	Order	GROUPORDER	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	DEFAULTPORTFOLIOGROUPS	ParentGroup	PARENTID	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroup	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroupTreeInfo	NetCity.Common.ObjectModel.Nhibernate.Portfolio.DefaultPortfolioGroupTreeInfo	DEFAULTPORTFOLIOGROUPSTREE	Level	LEVEL	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	Id	GROUPID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	ChildGroups		System.Collections.Generic.HashSet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup.ChildGroups)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	Resources		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioResource, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup.Resources)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	Rights		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.ProjectPortfolioRight, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup.Rights)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	AllChildGroups		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroupTreeInfo, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup.AllChildGroups)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	AllParentGroup		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroupTreeInfo, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup.AllParentGroup)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	Duedate	DUEDATE	DateTime	property
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	Name	GROUPNAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	Order	GROUPORDER	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	ParentGroup	PARENTGROUPID	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	Portfolio	PORTFOLIOID	NetCity.Common.ObjectModel.Nhibernate.Portfolio.Portfolio	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroup	PORTFOLIOGROUPS	User	RESPONSIBLEPERSONID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroupTreeInfo	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioGroupTreeInfo	PORTFOLIOGROUPSTREE	Level	LEVEL	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PersonalPortfolio	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PersonalPortfolio	PORTFOLIOS	Id	PORTFOLIOID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PersonalPortfolio	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PersonalPortfolio	PORTFOLIOS	Rights		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.PortfolioRight, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.PersonalPortfolio.Rights)	collection
NetCity.Common.ObjectModel.Nhibernate.Portfolio.PersonalPortfolio	NetCity.Common.ObjectModel.Nhibernate.Portfolio.PersonalPortfolio	PORTFOLIOS	User	USERID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Portfolio.ProjectPortfolio	NetCity.Common.ObjectModel.Nhibernate.Portfolio.ProjectPortfolio	PORTFOLIOS	Id	PORTFOLIOID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Portfolio.ProjectPortfolio	NetCity.Common.ObjectModel.Nhibernate.Portfolio.ProjectPortfolio	PORTFOLIOS	ProjectRights		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Portfolio.ProjectPortfolioRight, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Portfolio.ProjectPortfolio.ProjectRights)	collection
